爱不爱	abai
合伙人	hhrf
活化石	hhui
好好说	hhuo
挥挥手	hhuz
后悔药	hhyc
好孩子	hhzi
合成氨	hian
合成词	hici
好处费	hifw
合成革	hige
护城河	hihe
昏沉沉	hiif
黄澄澄	hiig
回车键	hijm
火车票	hipn
豁出去	hiqu
缓冲区	hiqu
火车头	hitz
候车室	hiui
火车站	hivj
好极了	hjle
含金量	hjll
好几年	hjnm
火箭炮	hjpc
婚介所	hjso
好几天	hjtm
花架子	hjzi
户口本	hkbf
户口簿	hkbu
花括号	hkhc
黑科技	hkji
很可能	hkng
航空器	hkqi
还可以	hkyi
胡萝卜	hlbo
红绿灯	hldg
惠灵顿	hldy
活雷锋	hlfg
火龙果	hlgo
合理化	hlhx
黑龙江	hljl
海陆空	hlks
火辣辣	hlla
回来了	hlle
灰溜溜	hllq
轰隆隆	hlls
红楼梦	hlmg
火烈鸟	hlnn
黄脸婆	hlpo
后来人	hlrf
行列式	hlui
花露水	hluv
互联网	hlwh
好莱坞	hlwu
合理性	hlxk
坏毛病	hmbk
毫米波	hmbo
花名册	hmce
黑名单	hmdj
很麻烦	hmfj
哈密瓜	hmgx
灰蒙蒙	hmmg
回马枪	hmql
红霉素	hmsu
黄梅戏	hmxi
毁灭性	hmxk
很明显	hmxm
鸿门宴	hmyj
海南岛	hndc
混凝剂	hnji
回娘家	hnjx
贺年卡	hnka
活腻了	hnle
混凝土	hntu
后脑勺	hnuc
湖南省	hnug
河南省	hnug
海内外	hnwd
哈尼族	hnzu
和平鸽	hpge
黄浦江	hpjl
很漂亮	hpll
海平面	hpmm
红扑扑	hppu
琥珀酸	hpsr
好朋友	hpyz
后勤部	hqbu
何其多	hqdo
很奇怪	hqgk
很清楚	hqiu
回去了	hqle
黑漆漆	hqqi
黑黢黢	hqqu
花青素	hqsu
核潜艇	hqtk
换气扇	hquj
好奇心	hqxb
核燃料	hrln
好日子	hrzi
贺岁片	hspm
回头草	htcc
黄土地	htdi
黑天鹅	htee
猴头菇	htgu
皇太后	hthz
火腿肠	htih
糊涂虫	htis
回头见	htjm
航天局	htjv
回头客	htke
回头路	htlu
滑铁卢	htlu
回头率	htlv
黄土坡	htpo
航天器	htqi
核桃仁	htrf
活脱脱	htto
红彤彤	htts
火头上	htuh
合同书	htuu
横条纹	htwf
皇太子	htzi
华盛顿	hudy
后视镜	hujk
函数库	huku
和事佬	hulc
黄鼠狼	hulh
换手率	hulv
回收期	huqi
花生仁	hurf
很少人	hurf
红烧肉	hurz
红十字	huzi
活受罪	huzv
号召力	hvli
化妆品	hvpb
黄种人	hvrf
红蜘蛛	hvvu
好望角	hwjn
核武器	hwqi
红外线	hwxm
画外音	hwyb
还行吧	hxba
滑雪板	hxbj
红小豆	hxdz
很喜欢	hxhr
候选窗	hxil
滑翔机	hxji
候选人	hxrf
活性炭	hxtj
化学式	hxui
黑猩猩	hxxk
黑匣子	hxzi
很一般	hybj
婚姻法	hyfa
会议费	hyfw
换一个	hyge
缓一缓	hyhr
欢迎会	hyhv
还原剂	hyji
会员卡	hyka
回忆录	hylu
黑眼圈	hyqr
好意思	hysi
合议庭	hytk
会议室	hyui
后遗症	hyvg
换言之	hyvi
火药味	hyww
化验员	hyyr
黑黝黝	hyyz
旱鸭子	hyzi
洪泽湖	hzhu
后坐力	hzli
合作社	hzue
孩子王	hzwh
吃不饱	ibbc
差不多	ibdo
吃白饭	ibfj
吃不惯	ibgr
吃不吃	ibii
吃不开	ibkd
吃饱了	ible
储备粮	ibll
差不了	ibln
出不去	ibqu
出版社	ibue
长白山	ibuj
撑不住	ibvu
出版物	ibwu
吃不消	ibxn
吃不下	ibxx
除草剂	icji
储藏室	icui
吃错药	icyc
沉甸甸	iddm
差点儿	ider
臭豆腐	idfu
吃得开	idkd
吃多了	idle
充电器	idqi
超短裙	idqy
超导体	idti
成都市	idui
超低温	idwf
重定向	idxl
吃得消	idxn
出点子	idzi
出发点	ifdm
超负荷	ifhe
吹风机	ifji
吃饭了	ifle
长方形	ifxk
处方药	ifyc
成功率	iglv
吃官司	igsi
车管所	igso
茶话会	ihhv
成活率	ihlv
传出去	iiqu
尝尝鲜	iixm
冲击波	ijbo
成就感	ijgj
冲击力	ijli
成交量	ijll
长颈鹿	ijlu
出家人	ijrf
长镜头	ijtz
持久战	ijvj
沉积物	ijwu
触控板	ikbj
出口额	ikee
长宽高	ikgc
喘口气	ikqi
创可贴	iktp
出口商	ikuh
船老大	ilda
差旅费	ilfw
查了查	ilia
赤裸裸	illo
处理品	ilpb
处理器	ilqi
常绿树	iluu
车轮战	ilvj
出乱子	ilzi
出毛病	imbk
崇明岛	imdc
长明灯	imdg
重命名	immk
触摸屏	impk
长毛兔	imtu
触摸式	imui
充满着	imve
沉迷于	imyv
吹牛逼	inbi
吃腻了	inle
处女膜	inmo
吹牛皮	inpi
成年人	inrf
出纳员	inyr
处女作	inzo
处女座	inzo
敞篷车	ipie
出去了	iqle
充其量	iqll
出气筒	iqts
重庆市	iqui
常青树	iquu
出去玩	iqwj
长期性	iqxk
传染病	irbk
传染源	iryr
床头柜	itgv
赤铁矿	itkl
出头鸟	itnn
赤条条	ittn
长筒靴	itxt
差太远	ityr
传输层	iucg
长舌妇	iufu
初始化	iuhx
出生率	iulv
成正比	ivbi
唱主角	ivjt
称之为	ivww
出主意	ivyi
超文本	iwbf
吃完饭	iwfj
储物柜	iwgv
常委会	iwhv
吃完了	iwle
崇文门	iwmf
出问题	iwti
颤巍巍	iwww
储物箱	iwxl
乘务员	iwyr
插线板	ixbj
车行道	ixdc
吃闲饭	ixfj
程序化	ixhx
储蓄卡	ixka
出现了	ixle
穿心莲	ixlm
出线权	ixqr
吃下去	ixqu
储蓄所	ixso
超现实	ixui
畅销书	ixuu
初学者	ixve
持续性	ixxk
产学研	ixyj
程序员	ixyr
趁现在	ixzd
臭小子	ixzi
朝鲜族	ixzu
臭氧层	iycg
常言道	iydc
差一点	iydm
成员国	iygo
产业化	iyhx
尝一尝	iyih
柴油机	iyji
差远了	iyle
出远门	iymf
承运人	iyrf
超音速	iysu
倡议书	iyuu
创业者	iyve
出洋相	iyxl
纯音乐	iyyt
常用字	iyzi
出租车	izie
创造力	izli
超自然	izrj
创造者	izve
创造性	izxk
沉醉于	izyv
紧挨着	jave
紧巴巴	jbba
紧绷绷	jbbg
见不到	jbdc
见不得	jbde
加班费	jbfw
基本功	jbgs
绝不会	jbhv
肩并肩	jbjm
几百年	jbnm
经不起	jbqi
记不清	jbqk
接班人	jbrf
锦标赛	jbsd
基本上	jbuh
记不住	jbvu
禁不住	jbvu
聚丙烯	jbxi
金灿灿	jccj
急匆匆	jccs
记错了	jcle
寄存器	jcqi
仅次于	jcyv
娇滴滴	jddi
机顶盒	jdhe
简单化	jdhx
机动车	jdie
基督教	jdjn
几点了	jdle
经得起	jdqi
基督徒	jdtu
绝对是	jdui
景德镇	jdvf
经得住	jdvu
决定性	jdxk
阶段性	jdxk
今儿个	jege
己二酸	jesr
解放军	jfjy
警匪片	jfpm
解放前	jfqm
军分区	jfqu
简繁体	jfti
紧肤水	jfuv
几分钟	jfvs
金饭碗	jfwj
见分晓	jfxn
经风雨	jfyv
机关报	jgbc
聚光灯	jgdg
九宫格	jgge
鸡冠花	jghx
加工厂	jgih
金刚经	jgjk
肩关节	jgjp
见鬼了	jgle
举个例	jgli
见个面	jgmm
结果呢	jgne
截个屏	jgpk
机关枪	jgql
几个人	jgrf
见光死	jgsi
结构体	jgti
截个图	jgtu
结构图	jgtu
金刚石	jgui
井冈山	jguj
紧箍咒	jgvz
甲骨文	jgwf
进攻性	jgxk
结构性	jgxk
节骨眼	jgyj
几个月	jgyt
几个字	jgzi
结核病	jhbk
救护队	jhdv
绝活儿	jher
季候风	jhfg
脚后跟	jhgf
菊花茶	jhia
交汇处	jhiu
交换机	jhji
进化论	jhly
激活码	jhma
监护人	jhrf
金黄色	jhse
几乎是	jhui
交互式	jhui
结婚证	jhvg
聚合物	jhwu
计划性	jhxk
加好友	jhyz
叫花子	jhzi
计程车	jiie
警察局	jijv
交接班	jjbj
经济舱	jjch
聚集地	jjdi
激将法	jjfa
加减法	jjfa
肩胛骨	jjgu
竞技场	jjih
交界处	jjiu
借记卡	jjka
解决了	jjle
解解闷	jjmf
近几年	jjnm
经济区	jjqu
经纪人	jjrf
节假日	jjri
结晶体	jjti
近几天	jjtm
旧金山	jjuj
狙击手	jjuz
佼佼者	jjve
紧接着	jjve
纪检委	jjww
积极性	jjxk
警戒线	jjxm
经济学	jjxt
健康美	jkmw
健康人	jkrf
教科书	jkuu
渐开线	jkxm
加勒比	jlbi
俱乐部	jlbu
交流电	jldm
金銮殿	jldm
金莲花	jlhx
卷帘门	jlmf
纪录片	jlpm
吉隆坡	jlpo
降落伞	jlsj
吉林省	jlug
居留证	jlvg
纪律性	jlxk
教练员	jlyr
健美操	jmcc
加拿大	jnda
纪念品	jnpb
加农炮	jnpc
纪念日	jnri
吉尼斯	jnsi
吉普车	jpie
捡破烂	jplj
柬埔寨	jpvd
紧迫性	jpxk
静悄悄	jqqn
机器人	jqrf
精气神	jquf
进取心	jqxb
绞肉机	jrji
假如说	jruo
兼容性	jrxk
金融业	jrye
集散地	jsdi
加速度	jsdu
计算机	jsji
急死了	jsle
计算器	jsqi
菌丝体	jsti
江苏省	jsug
近似值	jsvi
金丝燕	jsyj
剪贴板	jtbj
晶体管	jtgr
交通局	jtjv
九头鸟	jtnn
警惕性	jtxk
简体字	jtzi
记事本	jubf
健身房	jufh
寄生虫	juis
监视器	juqi
解释器	juqi
精神头	jutz
技术栈	juvj
驾驶员	juyr
精准度	jvdu
价值观	jvgr
金针菇	jvgu
九寨沟	jvgz
镜中花	jvhx
假正经	jvjk
急诊科	jvke
记住了	jvle
竞争力	jvli
剪纸片	jvpm
截止日	jvri
晶状体	jvti
脚趾头	jvtz
简直是	jvui
居住证	jvvg
急转弯	jvwj
建筑物	jvwu
集装箱	jvxl
甲状腺	jvxm
肩周炎	jvyj
巨无霸	jwba
经纬度	jwdu
居委会	jwhv
鸡尾酒	jwjq
几万年	jwnm
局外人	jwrf
家务事	jwui
健忘症	jwvg
基围虾	jwxx
接下来	jxld
教学片	jxpm
交响曲	jxqu
江西省	jxug
间歇性	jxxk
假惺惺	jxxk
局限性	jxxk
交响乐	jxyt
仅限于	jxyv
急性子	jxzi
进一步	jybu
近义词	jyci
节育环	jyhr
金鱼池	jyii
教育局	jyjv
记忆力	jyli
交易所	jyso
解压缩	jyso
绝缘体	jyti
加油站	jyvj
局域网	jywh
脚丫子	jyzi
酒糟鼻	jzbi
节奏感	jzgj
剧作家	jzjx
君子兰	jzlj
金字塔	jzta
尖子生	jzug
看不到	kbdc
看不懂	kbds
看不惯	kbgr
看不见	kbjm
看不看	kbkj
快不了	kbln
恐怖片	kbpm
看不起	kbqi
看不清	kbqk
看不透	kbtz
看不上	kbuh
可比性	kbxk
可不要	kbyc
哭鼻子	kbzi
看错了	kcle
开采权	kcqr
空荡荡	kddh
苦丁茶	kdia
肯德基	kdji
看得见	kdjm
开裆裤	kdku
看到了	kdle
看得起	kdqi
看电视	kdui
靠得住	kdvu
可读性	kdxk
看电影	kdyk
咖啡馆	kfgr
咖啡壶	kfhu
咖啡碱	kfjm
开发区	kfqu
开发商	kfuh
开发者	kfve
开放性	kfxk
口服液	kfye
孔夫子	kfzi
克格勃	kgbo
空格键	kgjm
看过了	kgle
啃骨头	kgtz
客观上	kguh
恐高症	kgvg
客观性	kgxk
客户端	khdr
科幻片	khpm
跨行业	khye
葵花籽	khzi
开场白	kibd
课程表	kibn
快车道	kidc
考察队	kidv
空城计	kiji
看出来	kild
矿产品	kipb
开创性	kixk
可持续	kixu
空降兵	kjbk
快捷键	kjjm
看见了	kjle
科教片	kjpm
考驾照	kjvc
会计证	kjvg
会计学	kjxt
开阔地	kkdi
可控硅	kkgv
开快车	kkie
可靠性	kkxk
开绿灯	kldg
可怜虫	klis
看了看	klkj
卡路里	klli
空落落	kllo
昆仑山	kluj
开幕词	kmci
看门狗	kmgz
开门红	kmhs
喀麦隆	kmls
开幕式	kmui
扣帽子	kmzi
可能吧	knba
跨年度	kndu
困难户	knhu
看腻了	knle
可能吗	knma
可能是	knui
康乃馨	knxb
可能性	knxk
肯尼亚	knya
堪培拉	kpla
跨平台	kptd
狂犬病	kqbk
看清楚	kqiu
口腔科	kqke
看情况	kqkl
看起来	kqld
矿泉水	kquv
苦肉计	krji
看热闹	krnc
可溶性	krxk
扩缩容	ksrs
科索沃	kswo
可塑性	ksxk
卡塔尔	kter
客套话	kthx
口头禅	ktij
空调器	ktqi
口头上	ktuh
口头语	ktyv
跨时代	kudd
口水话	kuhx
瞌睡虫	kuis
跨世纪	kuji
看上去	kuqu
口水战	kuvj
看着办	kvbj
空置率	kvlv
控制论	kvly
扩展名	kvmk
控制台	kvtd
空指针	kvvf
勘误表	kwbn
开胃菜	kwcd
开外挂	kwgx
矿务局	kwjv
科威特	kwte
矿物质	kwvi
开玩笑	kwxn
空心菜	kxcd
可信度	kxdu
开小差	kxid
科学家	kxjx
可惜了	kxle
苦行僧	kxsg
口香糖	kxth
亏心事	kxui
可行性	kxxk
科学院	kxyr
看一遍	kybm
快一点	kydm
开夜车	kyie
扩音机	kyji
看一看	kykj
可以了	kyle
可以吗	kyma
宽银幕	kymu
科研所	kyso
跨越式	kyui
可以说	kyuo
客运站	kyvj
可用性	kyxk
看一下	kyxx
看一眼	kyyj
看样子	kyzi
抠字眼	kzyj
冷冰冰	lbbk
轮不到	lbdc
了不得	lbde
老本行	lbhh
来不及	lbji
零部件	lbjm
离不开	lbkd
冷不冷	lblg
黎巴嫩	lbnf
老板娘	lbnl
罗布泊	lbpo
了不起	lbqi
老不死	lbsi
礼拜天	lbtm
留不住	lbvu
腊八粥	lbvz
老百姓	lbxk
利比亚	lbya
珞巴族	lbzu
冷藏车	lcie
冷藏室	lcui
另存为	lcww
老地方	ldfh
老大哥	ldge
落地窗	ldil
来得及	ldji
劳动局	ldjv
离得开	ldkd
劳动力	ldli
老大难	ldnj
领导人	ldrf
落地式	ldui
劳动者	ldve
流动性	ldxk
老掉牙	ldya
浪费了	lfle
立方米	lfmi
两方面	lfmm
龙凤胎	lftd
立方体	lfti
两分钟	lfvs
两个半	lgbj
老古董	lgds
驴肝肺	lgfw
泸沽湖	lghu
类固醇	lgiy
理工科	lgke
老姑娘	lgnl
两个人	lgrf
劣根性	lgxk
两个月	lgyt
两个字	lgzi
厉害吧	lhba
联合国	lhgo
乐呵呵	lhhe
乱哄哄	lhhs
铝合金	lhjb
厉害了	lhle
氯化钠	lhna
老黄牛	lhnq
零花钱	lhqm
老好人	lhrf
老糊涂	lhtu
两回事	lhui
兰花指	lhvi
灵活性	lhxk
老花眼	lhyj
里程碑	libw
流程图	litu
垃圾袋	ljdd
落脚点	ljdm
龙卷风	ljfg
两句话	ljhx
龙井茶	ljia
离间计	ljji
亮晶晶	ljjk
辣椒酱	ljjl
逻辑卷	ljjr
立交桥	ljqn
垃圾桶	ljts
连接数	ljuu
临界值	ljvi
逻辑性	ljxk
垃圾箱	ljxl
零拷贝	lkbw
冷空气	lkqi
流口水	lkuv
两口子	lkzi
拦路虎	llhu
老龄化	llhx
琉璃厂	llih
老两口	llkz
拉郎配	llpw
浏览器	llqi
流量图	lltu
理论上	lluh
琉璃瓦	llwa
理论性	llxk
联络员	llyr
灵敏度	lmdu
路漫漫	lmmj
两码事	lmui
龙门阵	lmvf
绿帽子	lmzi
利尿剂	lnji
老奶奶	lnnd
老年人	lnrf
辽宁省	lnug
脸皮厚	lphz
零配件	lpjm
拉偏架	lpjx
礼品卡	lpka
乱蓬蓬	lppg
老婆婆	lppo
蓝皮书	lpuu
老朋友	lpyz
老前辈	lqbw
老人家	lrjx
利润率	lrlv
卢森堡	lsbc
两三次	lsci
螺丝刀	lsdc
两三个	lsge
两三年	lsnm
累死人	lsrf
凉飕飕	lssz
两三天	lstm
硫酸盐	lsyj
类似于	lsyv
鹿特丹	ltdj
老头儿	lter
落汤鸡	ltji
露天矿	ltkl
两条路	ltlu
乐天派	ltpd
老太婆	ltpo
乱弹琴	ltqb
愣头青	ltqk
擂台赛	ltsd
老太太	lttd
立体声	ltug
老同学	ltxt
老天爷	ltye
领头羊	ltyh
烂摊子	ltzi
临时工	lugs
洛杉矶	luji
老实人	lurf
临时性	luxk
历史学	luxt
笼中鸟	lvnn
两只手	lvuz
连轴转	lvvr
雷阵雨	lvyv
遛弯儿	lwer
劳务费	lwfw
利物浦	lwpu
老顽童	lwts
龙须菜	lxcd
龙须沟	lxgz
理想化	lxhx
连续剧	lxjv
留下来	lxld
龙须面	lxmm
拉下去	lxqu
零信任	lxrf
联系人	lxrf
旅行团	lxtr
路线图	lxtu
老先生	lxug
两小时	lxui
老想着	lxve
连续性	lxxk
流行性	lxxk
两下子	lxzi
另一半	lybj
路由表	lybn
留言簿	lybu
老一辈	lybw
六月份	lyff
晾衣服	lyfu
另一个	lyge
莱茵河	lyhe
录音机	lyji
聊一聊	lyln
利用率	lylv
另一面	lymm
录音棚	lypg
路由器	lyqi
零用钱	lyqm
连衣裙	lyqy
露一手	lyuz
旅游者	lyve
另一种	lyvs
老爷爷	lyye
懒洋洋	lyyh
来源于	lyyv
老字号	lzhc
李自成	lzig
乱糟糟	lzzc
老祖宗	lzzs
没办法	mbfa
末班车	mbie
面包车	mbie
明白了	mble
免不了	mbln
慢半拍	mbpd
鸣不平	mbpk
明白人	mbrf
绵白糖	mbth
摸不透	mbtz
摸不着	mbvc
明摆着	mbve
没必要	mbyc
摩擦力	mcli
目的地	mddi
忙得很	mdhf
牡丹江	mdjl
没多久	mdjq
麦当劳	mdlc
马德里	mdli
面对面	mdmm
磨刀石	mdui
目的性	mdxk
墨斗鱼	mdyv
墨尔本	mebf
明儿个	mege
门儿清	meqk
马耳他	meta
没法儿	mfer
满负荷	mfhe
麻烦了	mfle
每分钟	mfvs
马蜂窝	mfwo
没发现	mfxm
没反应	mfyk
蒙古包	mgbc
镁光灯	mgdg
没工夫	mgfu
冒个泡	mgpc
每个人	mgrf
没关系	mgxi
每个月	mgyt
莫过于	mgyv
每个字	mgzi
眯会儿	mher
明晃晃	mhhl
梅花鹿	mhlu
马后炮	mhpc
没好气	mhqi
灭火器	mhqi
麻黄素	mhsu
猕猴桃	mhtc
明后天	mhtm
梅花桩	mhvl
模糊音	mhyb
蒙汗药	mhyc
没出息	mixi
面积分	mjff
每句话	mjhx
孟加拉	mjla
目击者	mjve
没看到	mkdc
麦克风	mkfg
没可能	mkng
马克思	mksi
没料到	mldc
摩洛哥	mlge
命令行	mlhh
母老虎	mlhu
茉莉花	mlhx
名利场	mlih
美联储	mliu
汨罗江	mljl
美利坚	mljm
毛利率	mllv
摸了摸	mlmo
卖力气	mlqi
马拉松	mlss
麻辣烫	mlth
马铃薯	mluu
面临着	mlve
马拉维	mlww
没理由	mlyz
仫佬族	mlzu
没明白	mmbd
毛毛虫	mmis
慢慢来	mmld
明明是	mmui
命名为	mmww
没面子	mmzi
摩纳哥	mnge
慕尼黑	mnhw
马尼拉	mnla
模拟器	mnqi
木乃伊	mnyi
满脑子	mnzi
孟婆汤	mpth
煤气表	mqbn
马其顿	mqdy
没去过	mqgo
母亲节	mqjp
没钱了	mqle
明确性	mqxk
煤气灶	mqzc
美人儿	mrer
美人计	mrji
猛然间	mrjm
没人理	mrli
毛茸茸	mrrs
美容厅	mrtk
默认值	mrvi
没人性	mrxk
美容院	mryr
美人鱼	mryv
马赛克	mske
莫斯科	mske
穆斯林	mslb
忙死了	msle
没所谓	msww
民俗学	msxt
没听懂	mtds
模特儿	mter
满天飞	mtfw
没听过	mtgo
满堂红	mths
摩托车	mtie
没听见	mtjm
马蹄莲	mtlm
摩天轮	mtly
没听清	mtqk
木头人	mtrf
慢吞吞	mtty
没听说	mtuo
满天星	mtxk
马蹄形	mtxk
猫头鹰	mtyk
没事儿	muer
没什么	mume
陌生人	murf
面试题	muti
美术字	muzi
门诊部	mvbu
明知道	mvdc
没找到	mvdc
民主党	mvdh
没准儿	mver
民主化	mvhx
没主见	mvjm
民政局	mvjv
命中率	mvlv
墓志铭	mvmk
棉织品	mvpb
免战牌	mvpd
木质素	mvsu
没找着	mvvc
没指望	mvwh
毛主席	mvxi
没注意	mvyi
门外汉	mwhj
没胃口	mwkz
没问题	mwti
冥王星	mwxk
慢性病	mxbk
没想到	mxdc
墨西哥	mxge
没想过	mxgo
抹香鲸	mxjk
明信片	mxpm
没心情	mxqk
没兴趣	mxqu
某些人	mxrf
马戏团	mxtr
每小时	mxui
明细账	mxvh
莫须有	mxyz
慢性子	mxzi
每一步	mybu
每一次	myci
慢一点	mydm
贸易额	myee
每一个	myge
梦一场	myih
没意见	myjm
每一刻	myke
没有了	myle
免疫力	myli
摸一摸	mymo
每一年	mynm
慢一拍	mypd
牧羊犬	myqr
没有人	myrf
没意思	mysi
每一天	mytm
名义上	myuh
贸易战	myvj
每一种	myvs
每一位	myww
每一项	myxl
慢悠悠	myyz
牡羊座	myzo
满足感	mzgj
满足了	mzle
民族学	mzxt
美滋滋	mzzi
弄不懂	nbds
诺贝尔	nber
尼泊尔	nber
拗不过	nbgo
捏把汗	nbhj
南北朝	nbic
难不成	nbig
能不能	nbng
难不难	nbnj
弄不清	nbqk
南半球	nbqq
耐不住	nbvu
拿不准	nbvy
牛鼻子	nbzi
弄错了	ncle
男厕所	ncso
女厕所	ncso
内存条	nctn
脑电波	ndbo
脑袋瓜	ndgx
拿到了	ndle
难道说	nduo
尿毒症	ndvg
耐得住	ndvu
娘儿俩	nelx
暖风机	nfji
内分泌	nfmi
哪方面	nfmm
尼姑庵	ngan
哪根葱	ngcs
尼古丁	ngdk
凝固剂	ngji
农工商	nguh
男高音	ngyb
脑瓜子	ngzi
霓虹灯	nhdg
黏糊糊	nhhu
拿回来	nhld
奈何桥	nhqn
牛磺酸	nhsr
内核态	nhtd
耐寒性	nhxk
女孩子	nhzi
男孩子	nhzi
弄潮儿	nier
拿出来	nild
年产量	nill
农产品	nipb
能见度	njdu
闹饥荒	njhl
牛角尖	njjm
凝聚力	njli
南极洲	njvz
耐久性	njxk
诺基亚	njya
脑壳痛	nkts
农科院	nkyr
尿裤子	nkzi
年龄段	nldr
尼罗河	nlhe
年利率	nllv
奴隶制	nlvi
纳闷儿	nmer
内蒙古	nmgu
农牧区	nmqu
柠檬酸	nmsr
南美洲	nmvz
脑膜炎	nmyj
脑门子	nmzi
哪门子	nmzi
努努力	nnli
南宁市	nnui
年平均	npjy
拿破仑	nply
牛脾气	npqi
哪怕是	npui
牛皮癣	npxr
男朋友	npyz
女朋友	npyz
年轻化	nqhx
年轻人	nqrf
尼日尔	nrer
内燃机	nrji
牛肉面	nrmm
男人婆	nrpo
暖融融	nrrs
你认为	nrww
女人味	nrww
南天竹	ntvu
泥腿子	ntzi
闹市区	nuqu
纳税人	nurf
鸟兽散	nusj
逆时针	nuvf
哪知道	nvdc
脑震荡	nvdh
年终奖	nvjl
奶制品	nvpb
女主人	nvrf
闹着玩	nvwj
乃至于	nvyv
难为情	nwqk
脑细胞	nxbc
男性化	nxhx
纽西兰	nxlj
脑血栓	nxur
内向型	nxxk
哪一点	nydm
年夜饭	nyfj
哪一个	nyge
年月日	nyri
哪一种	nyvs
哪一位	nyww
暖洋洋	nyyh
娘子关	nzgr
男子汉	nzhj
娘子军	nzjy
牛仔裤	nzku
拿走了	nzle
脑子里	nzli
农作物	nzwu
欧共体	ogti
欧罗巴	olba
欧佩克	opke
偶然性	orxk
平安夜	paye
皮包骨	pbgu
平板车	pbie
漂白剂	pbji
跑不了	pbln
怕不怕	pbpa
配不上	pbuh
普遍性	pbxk
跑单帮	pdbh
平底锅	pdgo
判断力	pdli
平底鞋	pdxp
普洱茶	peia
皮肤病	pfbk
剖腹产	pfij
皮肤科	pfke
平方米	pfmi
批发商	pfuh
票贩子	pfzi
膀胱癌	pgai
苹果酸	pgsr
蒲公英	pgyk
泡个澡	pgzc
排行榜	phbh
胖乎乎	phhu
平滑肌	phji
平衡木	phmu
皮划艇	phtk
破坏性	phxk
批处理	pili
跑出去	piqu
派出所	piso
平常心	pixb
啤酒肚	pjdu
啤酒花	pjhx
破纪录	pjlu
判决书	pjuu
贫困线	pkxm
漂亮话	plhx
评论家	pljx
婆罗门	plmf
拼了命	plmk
拍了拍	plpd
排卵期	plqi
跑龙套	pltc
泼冷水	pluv
跑马场	pmih
平面镜	pmjk
贫民窟	pmku
拍马屁	pmpi
平面图	pmtu
片面性	pmxk
批评家	ppjx
啪啪啪	pppa
乒乓球	ppqq
飘飘然	pprj
爬起来	pqld
抛弃了	pqle
喷气式	pqui
迫切性	pqxk
平日里	prli
譬如说	pruo
蒲松龄	pslk
排头兵	ptbk
葡萄干	ptgj
普通话	pthx
葡萄酒	ptjq
泡汤了	ptle
普通人	ptrf
葡萄糖	ptth
普陀山	ptuj
菩提树	ptuu
排他性	ptxk
葡萄牙	ptya
喷水池	puii
凭什么	pume
普适性	puxk
偏振光	pvgl
破折号	pvhc
攀枝花	pvhx
怕只怕	pvpa
偏重于	pvyv
评委会	pwhv
抛物线	pwxm
破玩意	pwyi
培训班	pxbj
培训费	pxfw
普希金	pxjb
拍胸脯	pxpu
排泄物	pxwu
平行线	pxxm
偏向于	pxyv
胖小子	pxzi
鄱阳湖	pyhu
拼一拼	pypb
朋友圈	pyqr
聘用制	pyvi
皮影戏	pyxi
亲爱的	qade
气不过	qbgo
前不久	qbjq
切不可	qbke
起不来	qbld
去不了	qbln
瞧不起	qbqi
丘比特	qbte
且不说	qbuo
却不知	qbvi
齐步走	qbzz
清道夫	qdfu
千岛湖	qdhu
气垫船	qdir
取得了	qdle
瞧得起	qdqi
全都是	qdui
期待着	qdve
确定性	qdxk
全封闭	qfbi
千分尺	qfii
潜伏期	qfqi
启发式	qfui
千分之	qfvi
全方位	qfww
启发性	qfxk
穷光蛋	qgdj
气鼓鼓	qggu
缺根筋	qgjb
奇怪了	qgle
曲棍球	qgqq
全国性	qgxk
轻工业	qgye
青光眼	qgyj
潜规则	qgze
枪杆子	qgzi
抢红包	qhbc
青花瓷	qhci
秦皇岛	qhdc
前后端	qhdr
气呼呼	qhhu
前后脚	qhjn
亲和力	qhli
秋海棠	qhth
青海省	qhug
氰化物	qhwu
青春痘	qidz
青春期	qiqi
青城山	qiuj
前几次	qjci
千斤顶	qjdk
旗舰店	qjdm
全家福	qjfu
前几个	qjge
清洁工	qjgs
清洁剂	qjji
取景框	qjkl
请见谅	qjll
前几名	qjmk
前几年	qjnm
全键盘	qjpj
轻机枪	qjql
前几日	qjri
前几天	qjtm
全局性	qjxk
请教下	qjxx
取决于	qjyv
前脚走	qjzz
浅拷贝	qkbw
巧克力	qkli
情况下	qkxx
前两个	qlge
禽流感	qlgj
轻量级	qlji
千里马	qlma
前两天	qltm
侵略者	qlve
前列腺	qlxm
千里眼	qlyj
清明节	qmjp
青霉素	qmsu
敲门砖	qmvr
去哪了	qnle
俏皮话	qphx
轻飘飘	qppn
全平台	qptd
枪炮声	qpug
欺骗性	qpxk
起跑线	qpxm
亲切感	qqgj
全球化	qqhx
请求数	qquu
全球性	qqxk
情人节	qrjp
气死了	qsle
青饲料	qsln
起诉书	qsuu
全天候	qthz
钱塘江	qtjl
青铜器	qtqi
秦始皇	quhl
青少年	qunm
歧视性	quxk
起征点	qvdm
区政府	qvfu
敲竹杠	qvgh
庆祝会	qvhv
起重机	qvji
驱逐舰	qvjm
青壮年	qvnm
清真寺	qvsi
穷折腾	qvtg
强制性	qvxk
求知欲	qvyv
前阵子	qvzi
牵着走	qvzz
区位码	qwma
轻武器	qwqi
期望值	qwvi
趣味性	qwxk
权威性	qwxk
